Order ID,Order Date,Region,State,City,Customer Segment,Customer Name,Product Category,Sub Category,Product Name,Quantity,Unit Price,Discount,Sales,Cost,Profit,Salesperson,Payment Method
ORD-2024338,2023-11-13,West,Oregon,Portland,Corporate,Reese Carter,Apparel,Footwear,Portside Slip-On,5,76.71,0,383.55,233.62,149.93,Ava Nguyen,Wire Transfer
ORD-2024339,2023-09-08,Central,Texas,Austin,Corporate,Rowan Pemberton,Apparel,Uniforms,FieldOps Polo (M),1,33.26,0.15,28.27,19.56,8.71,Marcus Chen,Credit Card
ORD-2024340,2024-10-12,Central,Texas,Dallas,Small Business,Alex Garrison,Furniture,Tables,Northwood Oak Desk,2,463.05,0.1,833.49,572.21,261.28,Noah Kim,PayPal
ORD-2024341,2023-04-23,East,Massachusetts,Boston,Small Business,Emerson Sinclair,Apparel,Uniforms,FieldOps Polo (L),1,36.02,0.1,32.42,24.66,7.76,Maya Sharma,PayPal
ORD-2024342,2024-09-18,South,North Carolina,Charlotte,Home Office,Cameron Ibarra,Apparel,Footwear,Trailmate Work Boots,9,126.65,0.1,1025.87,742.07,283.8,Liam O'Connor,Apple Pay
ORD-2024343,2023-09-21,West,Washington,Seattle,Consumer,Cameron Ibarra,Apparel,Uniforms,HighVis Softshell,3,94.35,0.1,254.74,173.99,80.75,Maya Sharma,PayPal
ORD-2024344,2024-02-24,Central,Illinois,Chicago,Corporate,Elliot Holloway,Furniture,Chairs,Halden Ergo Chair,6,357.05,0.15,1820.96,1055.26,765.7,Maya Sharma,Apple Pay
ORD-2024345,2024-06-29,Central,Illinois,Chicago,Corporate,Jordan Quintero,Furniture,Chairs,Halden Ergo Chair,6,349.83,0,2098.98,1488.16,610.82,Ava Nguyen,Wire Transfer
ORD-2024346,2023-12-01,Central,Texas,Austin,Corporate,Morgan Carter,Office Supplies,Storage,ClearFile Document Tote,3,31.59,0,94.77,70.85,23.92,Sofia Rossi,Credit Card
ORD-2024347,2023-02-13,Central,Texas,Austin,Small Business,Avery Emerson,Office Supplies,Storage,StackWell Storage Bin,4,24.46,0,97.84,56.99,40.85,Priya Patel,Credit Card
ORD-2024348,2023-07-28,South,North Carolina,Charlotte,Small Business,Elliot Bennett,Office Supplies,Storage,StackWell Storage Bin,5,23.67,0.1,106.52,73.97,32.55,Yuki Tanaka,Wire Transfer
ORD-2024349,2023-03-22,East,New York,New York,Home Office,Parker Sinclair,Office Supplies,Writing,Onyx Gel Pens (12-pack),3,14.91,0,44.73,25.35,19.38,Noah Kim,Credit Card
ORD-2024350,2023-07-29,Central,Texas,Dallas,Corporate,Riley Klein,Apparel,Uniforms,HighVis Softshell,5,92.89,0,464.45,347.1,117.35,Jonas Weber,PayPal
ORD-2024351,2023-07-07,Central,Missouri,Kansas City,Corporate,Parker Bennett,Technology,Phones,Aurora Lite 5G,3,560.6,0.15,1429.53,1043.17,386.36,Ava Nguyen,Purchase Order
ORD-2024352,2024-10-28,Central,Texas,Dallas,Home Office,Elliot Pemberton,Apparel,Uniforms,FieldOps Polo (M),5,36.18,0,180.9,126.4,54.5,Liam O'Connor,Credit Card
ORD-2024353,2024-04-21,Central,Texas,Dallas,Consumer,Casey Garrison,Office Supplies,Binders,SlimEdge Ring Binder,4,6.31,0.1,22.72,17.45,5.27,Yuki Tanaka,Purchase Order
ORD-2024354,2023-10-15,South,Louisiana,New Orleans,Home Office,Morgan Rowland,Furniture,Tables,Atlas Standing Desk,3,676.37,0,2029.11,1208.87,820.24,Priya Patel,Purchase Order
ORD-2024355,2023-08-28,West,California,San Francisco,Consumer,Sam Holloway,Furniture,Tables,Atlas Standing Desk,2,628.63,0,1257.26,757.92,499.34,Liam O'Connor,Wire Transfer
ORD-2024356,2024-04-24,South,Georgia,Atlanta,Consumer,Sasha Fitzgerald,Apparel,Footwear,Portside Slip-On,2,79.22,0,158.44,103.09,55.35,Jonas Weber,Purchase Order
ORD-2024357,2024-09-16,Central,Texas,Austin,Corporate,Hayden Sinclair,Technology,Phones,Aurora Lite 5G,2,522.07,0,1044.14,792.87,251.27,Liam O'Connor,Wire Transfer
ORD-2024358,2023-06-24,East,New York,New York,Corporate,Hayden Bennett,Office Supplies,Binders,"VaultBind 2"" Binder",2,11.49,0.1,20.68,13.55,7.13,Marcus Chen,Wire Transfer
ORD-2024359,2023-06-16,East,Massachusetts,Boston,Home Office,Parker Pemberton,Technology,Accessories,BraidedCharge USB-C Cable,1,18.96,0.1,17.06,11.97,5.09,Chloe Dubois,Credit Card
ORD-2024360,2024-05-02,South,North Carolina,Charlotte,Home Office,Jamie Nash,Apparel,Uniforms,HighVis Softshell,4,93.46,0,373.84,285.2,88.64,Noah Kim,Apple Pay
ORD-2024361,2024-07-08,East,Florida,Miami,Corporate,Hayden Lockhart,Apparel,Uniforms,FieldOps Polo (L),1,32.82,0.1,29.54,20.32,9.22,Elena Garcia,Wire Transfer
ORD-2024362,2024-06-30,Central,Texas,Austin,Corporate,Taylor Garrison,Furniture,Tables,Northwood Oak Desk,3,502.6,0.2,1206.24,822.51,383.73,Marcus Chen,Debit Card
ORD-2024363,2023-03-28,West,California,Los Angeles,Consumer,Taylor Pemberton,Apparel,Uniforms,FieldOps Polo (M),1,34.59,0,34.59,24.35,10.24,Ava Nguyen,Wire Transfer
ORD-2024364,2023-10-26,West,California,San Francisco,Corporate,Jordan Quintero,Office Supplies,Paper,HeavyStock Cardstock Pack,1,14.52,0,14.52,9.98,4.54,Marcus Chen,Debit Card
ORD-2024365,2023-06-29,East,Florida,Miami,Small Business,Jordan Nash,Office Supplies,Binders,"VaultBind 2"" Binder",1,11.32,0.1,10.19,5.96,4.23,Priya Patel,Wire Transfer
ORD-2024366,2024-11-26,Central,Texas,Austin,Small Business,Cameron Klein,Furniture,Chairs,Loft Lounge Chair,2,624.78,0.05,1187.08,708.14,478.94,Liam O'Connor,Wire Transfer
ORD-2024367,2023-01-19,Central,Missouri,Kansas City,Home Office,Avery Delgado,Technology,Accessories,SonicPods Wireless Buds,4,136.79,0.15,465.09,337.73,127.36,Maya Sharma,PayPal
ORD-2024368,2023-07-14,South,Louisiana,New Orleans,Home Office,Emerson Lockhart,Furniture,Tables,Atlas Standing Desk,3,667.73,0.05,1903.03,1116.68,786.35,Elena Garcia,Debit Card
ORD-2024369,2023-10-02,East,Florida,Miami,Small Business,Quinn Mercer,Apparel,Footwear,Trailmate Work Boots,4,124.03,0.15,421.7,239.75,181.95,Yuki Tanaka,Credit Card
ORD-2024370,2023-05-26,East,New York,New York,Home Office,Sasha Holloway,Furniture,Chairs,Loft Lounge Chair,4,587.03,0,2348.12,1465.68,882.44,Ava Nguyen,Debit Card
ORD-2024371,2024-08-28,Central,Texas,Austin,Small Business,Emerson Klein,Furniture,Tables,Northwood Oak Desk,1,470.21,0.15,399.68,235.67,164.01,Diego Alvarez,Debit Card
ORD-2024372,2023-02-13,South,Louisiana,New Orleans,Consumer,Riley Emerson,Office Supplies,Writing,Onyx Gel Pens (12-pack),3,15.46,0.1,41.74,23.89,17.85,Sofia Rossi,Apple Pay
ORD-2024373,2024-07-05,West,California,Los Angeles,Home Office,Casey Delgado,Furniture,Storage,Cirrus 3-Drawer Cabinet,5,220.93,0,1104.65,631.53,473.12,Noah Kim,Apple Pay
ORD-2024374,2023-10-31,West,Washington,Seattle,Corporate,Jordan Thorne,Apparel,Footwear,Portside Slip-On,4,79.83,0.1,287.39,217.13,70.26,Marcus Chen,Purchase Order
ORD-2024375,2023-12-01,Central,Illinois,Chicago,Small Business,Skyler Quintero,Office Supplies,Writing,Onyx Gel Pens (12-pack),4,14.19,0.15,48.25,28.51,19.74,Jonas Weber,Apple Pay
ORD-2024376,2024-06-21,South,Tennessee,Nashville,Home Office,Jordan Underwood,Office Supplies,Storage,ClearFile Document Tote,1,31.34,0.15,26.64,19.24,7.4,Elena Garcia,Apple Pay
ORD-2024377,2023-05-13,East,Pennsylvania,Philadelphia,Corporate,Alex Klein,Technology,Computers,Vector 14 Laptop,2,1343.43,0,2686.86,1597.23,1089.63,Chloe Dubois,Credit Card
ORD-2024378,2023-02-16,Central,Texas,Dallas,Home Office,Emerson Pemberton,Furniture,Chairs,Kestrel Task Chair,1,228.33,0,228.33,130.31,98.02,Priya Patel,Wire Transfer
ORD-2024379,2024-08-25,Central,Illinois,Chicago,Corporate,Casey Bennett,Furniture,Chairs,Loft Lounge Chair,2,636.45,0.15,1081.97,697.07,384.9,Ava Nguyen,Credit Card
ORD-2024380,2023-12-23,East,Massachusetts,Boston,Home Office,Jamie Lockhart,Furniture,Storage,Ember Filing Unit,2,172.99,0,345.98,190.6,155.38,Priya Patel,PayPal
ORD-2024381,2023-09-08,East,New York,New York,Home Office,Quinn Sinclair,Furniture,Tables,Compass Meeting Table,4,941.63,0,3766.52,2123.25,1643.27,Chloe Dubois,Wire Transfer
ORD-2024382,2023-06-17,South,Louisiana,New Orleans,Corporate,Skyler Underwood,Furniture,Chairs,Loft Lounge Chair,6,646.33,0.05,3684.08,2773.61,910.47,Elena Garcia,Apple Pay
ORD-2024383,2023-07-28,East,Florida,Miami,Small Business,Rowan Emerson,Technology,Computers,Vector 16 Studio,1,2363.68,0.15,2009.13,1186.83,822.3,Sofia Rossi,Wire Transfer
ORD-2024384,2024-07-19,Central,Illinois,Chicago,Consumer,Sam Underwood,Technology,Phones,Aurora X12 Smartphone,1,928.61,0,928.61,553.69,374.92,Priya Patel,Credit Card
ORD-2024385,2024-11-20,East,Pennsylvania,Philadelphia,Corporate,Elliot Quintero,Apparel,Uniforms,HighVis Softshell,1,93.18,0,93.18,59.95,33.23,Elena Garcia,Credit Card
ORD-2024386,2024-10-28,West,Oregon,Portland,Home Office,Drew Ibarra,Furniture,Chairs,Loft Lounge Chair,3,638.44,0,1915.32,1430.65,484.67,Marcus Chen,Purchase Order
ORD-2024387,2023-05-11,South,Louisiana,New Orleans,Small Business,Cameron Mercer,Technology,Accessories,HyperDock 8-in-1 Hub,2,80.82,0.05,153.56,103.57,49.99,Diego Alvarez,Wire Transfer
ORD-2024388,2023-07-02,West,California,San Francisco,Small Business,Avery Thorne,Apparel,Footwear,Portside Slip-On,1,75.09,0,75.09,51.86,23.23,Marcus Chen,Debit Card
ORD-2024389,2023-11-28,South,Tennessee,Nashville,Home Office,Cameron Fitzgerald,Furniture,Tables,Atlas Standing Desk,3,649.6,0,1948.8,1414.28,534.52,Maya Sharma,Purchase Order
ORD-2024390,2023-01-24,South,North Carolina,Charlotte,Small Business,Rowan Thorne,Furniture,Storage,Ember Filing Unit,4,178.86,0.1,643.9,363.46,280.44,Maya Sharma,Wire Transfer
ORD-2024391,2024-05-11,West,California,Los Angeles,Small Business,Taylor Rowland,Office Supplies,Storage,ClearFile Document Tote,1,33.89,0.1,30.5,19.62,10.88,Sofia Rossi,Purchase Order
ORD-2024392,2024-05-31,Central,Illinois,Chicago,Small Business,Hayden Sinclair,Apparel,Uniforms,FieldOps Polo (L),2,35.95,0.1,64.71,38.66,26.05,Yuki Tanaka,Credit Card
ORD-2024393,2024-01-25,Central,Illinois,Chicago,Home Office,Reese Garrison,Office Supplies,Writing,Onyx Gel Pens (12-pack),3,15.44,0.15,39.37,29.58,9.79,Marcus Chen,Credit Card
ORD-2024394,2023-06-17,South,Tennessee,Nashville,Small Business,Parker Garrison,Technology,Accessories,SonicPods Wireless Buds,1,126.5,0,126.5,70.1,56.4,Liam O'Connor,Purchase Order
ORD-2024395,2023-09-16,Central,Illinois,Chicago,Corporate,Cameron Sinclair,Technology,Computers,Meridian Mini Desktop,1,825.53,0,825.53,516.68,308.85,Yuki Tanaka,Debit Card
ORD-2024396,2024-09-25,South,North Carolina,Charlotte,Consumer,Alex Carter,Office Supplies,Storage,StackWell Storage Bin,2,22.61,0.2,36.18,26.46,9.72,Ava Nguyen,Debit Card
ORD-2024397,2023-02-17,Central,Missouri,Kansas City,Small Business,Jordan Sinclair,Technology,Computers,Meridian Mini Desktop,2,852.98,0.1,1535.36,981.25,554.11,Liam O'Connor,Purchase Order
ORD-2024398,2023-07-16,South,North Carolina,Charlotte,Small Business,Skyler Quintero,Apparel,Uniforms,HighVis Softshell,4,93.14,0,372.56,260.92,111.64,Priya Patel,Wire Transfer
ORD-2024399,2024-10-20,West,California,Los Angeles,Consumer,Drew Fitzgerald,Furniture,Tables,Atlas Standing Desk,4,631.04,0.1,2271.74,1407.78,863.96,Maya Sharma,Purchase Order
ORD-2024400,2023-02-14,South,Louisiana,New Orleans,Home Office,Jamie Nash,Office Supplies,Storage,ClearFile Document Tote,2,33.75,0.1,60.75,35.72,25.03,Priya Patel,Debit Card
ORD-2024401,2023-04-30,Central,Texas,Austin,Small Business,Alex Lockhart,Apparel,Uniforms,FieldOps Polo (L),6,32.84,0,197.04,114.03,83.01,Sofia Rossi,Debit Card
ORD-2024402,2024-10-12,Central,Missouri,Kansas City,Consumer,Cameron Lockhart,Office Supplies,Storage,ClearFile Document Tote,1,32.23,0.15,27.4,16.98,10.42,Noah Kim,Purchase Order
ORD-2024403,2023-08-17,South,North Carolina,Charlotte,Corporate,Avery Holloway,Technology,Phones,Nimbus Pro Phone,3,1160.83,0,3482.49,2145.63,1336.86,Marcus Chen,Debit Card
ORD-2024404,2024-12-19,West,California,Los Angeles,Corporate,Taylor Quintero,Apparel,Uniforms,HighVis Softshell,3,85.96,0,257.88,197.03,60.85,Sofia Rossi,Apple Pay
ORD-2024405,2023-05-27,South,Louisiana,New Orleans,Corporate,Casey Garrison,Apparel,Footwear,Trailmate Work Boots,1,134.13,0.1,120.72,81.78,38.94,Maya Sharma,Apple Pay
ORD-2024406,2023-11-09,East,Pennsylvania,Philadelphia,Corporate,Emerson Delgado,Office Supplies,Paper,HeavyStock Cardstock Pack,1,13.39,0.1,12.05,7.98,4.07,Jonas Weber,Credit Card
ORD-2024407,2023-02-26,Central,Illinois,Chicago,Consumer,Riley Mercer,Office Supplies,Writing,Onyx Gel Pens (12-pack),3,14.67,0.05,41.81,30.35,11.46,Priya Patel,PayPal
ORD-2024408,2024-03-24,Central,Illinois,Chicago,Small Business,Cameron Underwood,Technology,Accessories,HyperDock 8-in-1 Hub,5,77.58,0.2,310.32,184.91,125.41,Sofia Rossi,Credit Card
ORD-2024409,2023-12-08,East,Florida,Miami,Consumer,Sam Rowland,Furniture,Chairs,Halden Ergo Chair,1,370.76,0,370.76,262.62,108.14,Maya Sharma,Debit Card
ORD-2024410,2024-03-13,West,Oregon,Portland,Corporate,Cameron Sinclair,Technology,Accessories,BraidedCharge USB-C Cable,2,19.14,0.2,30.62,18.22,12.4,Elena Garcia,Debit Card
ORD-2024411,2023-11-20,West,Washington,Seattle,Corporate,Elliot Rowland,Technology,Accessories,HyperDock 8-in-1 Hub,2,81.57,0.1,146.83,105.37,41.46,Ava Nguyen,Credit Card
ORD-2024412,2024-06-08,West,Washington,Seattle,Small Business,Elliot Pemberton,Apparel,Uniforms,FieldOps Polo (L),4,33.29,0.15,113.19,75.18,38.01,Chloe Dubois,Wire Transfer
ORD-2024413,2023-06-16,South,Georgia,Atlanta,Home Office,Sasha Jansen,Furniture,Chairs,Kestrel Task Chair,5,213.74,0.15,908.39,631.05,277.34,Noah Kim,Credit Card
ORD-2024414,2024-09-16,West,California,Los Angeles,Consumer,Alex Sinclair,Technology,Computers,Meridian Mini Desktop,5,813.04,0.2,3252.16,1959.14,1293.02,Sofia Rossi,Apple Pay
ORD-2024415,2024-12-26,Central,Texas,Dallas,Consumer,Quinn Jansen,Technology,Computers,Meridian Mini Desktop,1,852.25,0,852.25,596.26,255.99,Chloe Dubois,Purchase Order
ORD-2024416,2024-06-13,Central,Missouri,Kansas City,Home Office,Elliot Lockhart,Apparel,Uniforms,HighVis Softshell,4,95.01,0.1,342.04,252.94,89.1,Diego Alvarez,Apple Pay
ORD-2024417,2024-08-07,Central,Texas,Dallas,Consumer,Cameron Rowland,Technology,Phones,Aurora X12 Smartphone,6,903.3,0,5419.8,4003.07,1416.73,Yuki Tanaka,Debit Card
ORD-2024418,2024-10-16,South,Georgia,Atlanta,Small Business,Jordan Jansen,Technology,Accessories,HyperDock 8-in-1 Hub,4,80.11,0.1,288.4,220.01,68.39,Sofia Rossi,Wire Transfer
ORD-2024419,2024-05-23,East,Florida,Miami,Consumer,Parker Emerson,Technology,Phones,Nimbus Pro Phone,3,1114.32,0.1,3008.66,2175.13,833.53,Marcus Chen,Purchase Order
ORD-2024420,2023-09-09,South,Georgia,Atlanta,Home Office,Rowan Pemberton,Office Supplies,Paper,Silverleaf A4 Ream (500),3,8.35,0,25.05,18.58,6.47,Maya Sharma,Credit Card
ORD-2024421,2024-01-15,Central,Texas,Dallas,Small Business,Parker Bennett,Apparel,Uniforms,FieldOps Polo (M),4,34.95,0.1,125.82,90.75,35.07,Chloe Dubois,Wire Transfer
ORD-2024422,2023-01-13,Central,Texas,Dallas,Corporate,Hayden Delgado,Apparel,Uniforms,HighVis Softshell,1,92.94,0,92.94,63.42,29.52,Ava Nguyen,Debit Card
ORD-2024423,2024-06-29,East,Florida,Miami,Home Office,Reese Sinclair,Furniture,Storage,Ember Filing Unit,2,178.95,0,357.9,253.65,104.25,Marcus Chen,Purchase Order
ORD-2024424,2023-05-06,West,Washington,Seattle,Home Office,Taylor Lockhart,Technology,Phones,Aurora Lite 5G,4,532.37,0.2,1703.58,1017.91,685.67,Chloe Dubois,Purchase Order
ORD-2024425,2024-05-23,East,Florida,Miami,Small Business,Riley Mercer,Furniture,Tables,Northwood Oak Desk,3,508.99,0.15,1297.92,883.52,414.4,Sofia Rossi,Purchase Order
ORD-2024426,2023-03-03,West,Washington,Seattle,Home Office,Sam Delgado,Apparel,Uniforms,FieldOps Polo (L),5,34.97,0.1,157.37,102.85,54.52,Diego Alvarez,PayPal
ORD-2024427,2024-01-31,South,Tennessee,Nashville,Small Business,Emerson Carter,Furniture,Tables,Atlas Standing Desk,3,644.57,0.05,1837.02,1176.36,660.66,Diego Alvarez,Debit Card
ORD-2024428,2024-06-04,East,Florida,Miami,Small Business,Quinn Ortega,Furniture,Tables,Northwood Oak Desk,2,518.21,0.15,880.96,686.49,194.47,Ava Nguyen,PayPal
ORD-2024429,2023-09-13,Central,Texas,Dallas,Consumer,Emerson Pemberton,Apparel,Footwear,Portside Slip-On,6,73.83,0,442.98,334.65,108.33,Noah Kim,Apple Pay
ORD-2024430,2023-07-29,Central,Texas,Austin,Small Business,Parker Sinclair,Office Supplies,Paper,HeavyStock Cardstock Pack,4,15.05,0,60.2,35.73,24.47,Ava Nguyen,Debit Card
ORD-2024431,2024-05-17,East,New York,New York,Home Office,Drew Jansen,Furniture,Tables,Atlas Standing Desk,3,687.95,0,2063.85,1260.1,803.75,Jonas Weber,Credit Card
ORD-2024432,2024-06-25,East,Pennsylvania,Philadelphia,Corporate,Quinn Jansen,Technology,Computers,Vector 16 Studio,4,2244.12,0,8976.48,5800.87,3175.61,Chloe Dubois,Apple Pay
ORD-2024433,2024-09-13,West,California,San Francisco,Corporate,Reese Sinclair,Office Supplies,Storage,ClearFile Document Tote,5,31.65,0.05,150.34,111.43,38.91,Chloe Dubois,Wire Transfer
ORD-2024434,2023-05-20,South,Georgia,Atlanta,Small Business,Parker Emerson,Office Supplies,Binders,"VaultBind 2"" Binder",1,12.36,0.15,10.51,7.73,2.78,Marcus Chen,Wire Transfer
ORD-2024435,2023-10-05,West,California,San Francisco,Home Office,Sam Ibarra,Furniture,Storage,Cirrus 3-Drawer Cabinet,1,230.32,0.1,207.29,159.86,47.43,Sofia Rossi,Wire Transfer
ORD-2024436,2023-10-18,South,Louisiana,New Orleans,Consumer,Jordan Mercer,Office Supplies,Paper,Silverleaf A4 Ream (500),3,8.32,0,24.96,17.3,7.66,Sofia Rossi,Purchase Order
ORD-2024437,2024-10-14,South,Georgia,Atlanta,Corporate,Casey Ibarra,Furniture,Tables,Northwood Oak Desk,1,526.06,0.1,473.45,267.78,205.67,Marcus Chen,Purchase Order
ORD-2024438,2023-02-05,Central,Missouri,Kansas City,Small Business,Elliot Thorne,Furniture,Chairs,Kestrel Task Chair,6,229.1,0,1374.6,762.25,612.35,Chloe Dubois,PayPal
ORD-2024439,2023-04-13,East,Massachusetts,Boston,Home Office,Morgan Fitzgerald,Office Supplies,Binders,"VaultBind 2"" Binder",5,12.32,0,61.6,47.41,14.19,Liam O'Connor,Purchase Order
ORD-2024440,2024-04-21,West,Oregon,Portland,Corporate,Elliot Klein,Apparel,Footwear,Portside Slip-On,4,71.68,0,286.72,182.31,104.41,Priya Patel,Debit Card
ORD-2024441,2023-10-24,West,Washington,Seattle,Corporate,Skyler Ortega,Furniture,Tables,Northwood Oak Desk,6,463.19,0.05,2640.18,1637.6,1002.58,Marcus Chen,Apple Pay
ORD-2024442,2024-01-26,East,New York,New York,Small Business,Morgan Carter,Technology,Phones,Nimbus Pro Phone,5,1094.5,0,5472.5,3080.47,2392.03,Ava Nguyen,Purchase Order
ORD-2024443,2023-12-10,East,Florida,Miami,Small Business,Rowan Quintero,Furniture,Chairs,Loft Lounge Chair,1,608.65,0,608.65,336.15,272.5,Maya Sharma,PayPal
ORD-2024444,2023-01-31,West,California,Los Angeles,Small Business,Rowan Holloway,Furniture,Chairs,Kestrel Task Chair,4,235.15,0,940.6,522.95,417.65,Maya Sharma,Wire Transfer
ORD-2024445,2023-04-02,East,New York,New York,Small Business,Elliot Delgado,Furniture,Chairs,Halden Ergo Chair,5,346.66,0,1733.3,1249.62,483.68,Diego Alvarez,Wire Transfer
ORD-2024446,2024-05-22,East,Massachusetts,Boston,Consumer,Jordan Quintero,Technology,Accessories,SonicPods Wireless Buds,4,136.97,0.1,493.09,355.52,137.57,Marcus Chen,Purchase Order
ORD-2024447,2023-06-21,West,Oregon,Portland,Consumer,Cameron Fitzgerald,Apparel,Footwear,Portside Slip-On,3,79.7,0.05,227.15,164.62,62.53,Priya Patel,PayPal
ORD-2024448,2023-05-28,West,Oregon,Portland,Consumer,Morgan Bennett,Furniture,Tables,Northwood Oak Desk,3,474.36,0.1,1280.77,926.93,353.84,Maya Sharma,PayPal
ORD-2024449,2023-11-09,South,Louisiana,New Orleans,Corporate,Morgan Quintero,Apparel,Uniforms,FieldOps Polo (M),2,34.94,0.1,62.89,35.95,26.94,Elena Garcia,Credit Card
ORD-2024450,2024-10-29,South,North Carolina,Charlotte,Consumer,Avery Emerson,Furniture,Tables,Atlas Standing Desk,1,685.22,0.1,616.7,422.07,194.63,Elena Garcia,Credit Card
ORD-2024451,2023-05-15,West,California,Los Angeles,Consumer,Parker Ortega,Office Supplies,Paper,Silverleaf A4 Ream (500),4,7.97,0.1,28.69,20.61,8.08,Liam O'Connor,Wire Transfer
ORD-2024452,2024-07-23,South,Louisiana,New Orleans,Corporate,Drew Klein,Furniture,Tables,Atlas Standing Desk,1,700.84,0,700.84,466.09,234.75,Jonas Weber,PayPal
ORD-2024453,2023-01-25,East,Florida,Miami,Consumer,Jamie Carter,Technology,Computers,Vector 14 Laptop,1,1426.16,0,1426.16,927.79,498.37,Elena Garcia,Purchase Order
ORD-2024454,2024-06-25,East,Florida,Miami,Corporate,Drew Pemberton,Furniture,Tables,Northwood Oak Desk,3,478.73,0.1,1292.57,862.49,430.08,Ava Nguyen,Purchase Order
ORD-2024455,2023-06-11,West,California,San Francisco,Small Business,Riley Quintero,Office Supplies,Writing,Meridian Fineliners (6-pack),4,20.71,0,82.84,64.57,18.27,Diego Alvarez,Apple Pay
ORD-2024456,2023-06-01,West,Washington,Seattle,Home Office,Skyler Nash,Technology,Phones,Aurora X12 Smartphone,6,845.31,0,5071.86,2810.72,2261.14,Sofia Rossi,PayPal
ORD-2024457,2024-02-17,South,Tennessee,Nashville,Consumer,Jordan Nash,Technology,Phones,Nimbus Pro Phone,1,1120.47,0,1120.47,647.52,472.95,Ava Nguyen,Credit Card
ORD-2024458,2024-08-16,West,Oregon,Portland,Corporate,Hayden Sinclair,Furniture,Chairs,Loft Lounge Chair,2,604.53,0.2,967.25,697.09,270.16,Maya Sharma,Apple Pay
ORD-2024459,2024-04-15,West,Oregon,Portland,Consumer,Quinn Ibarra,Office Supplies,Writing,Onyx Gel Pens (12-pack),7,15.25,0.2,85.4,66.61,18.79,Ava Nguyen,Credit Card
ORD-2024460,2023-01-24,Central,Texas,Dallas,Corporate,Taylor Emerson,Apparel,Uniforms,FieldOps Polo (M),1,35.4,0.05,33.63,25.87,7.76,Yuki Tanaka,Credit Card
ORD-2024461,2023-11-22,West,Washington,Seattle,Home Office,Riley Lockhart,Office Supplies,Binders,SlimEdge Ring Binder,3,6.17,0,18.51,10.47,8.04,Sofia Rossi,PayPal
ORD-2024462,2024-02-27,South,Georgia,Atlanta,Small Business,Sasha Pemberton,Office Supplies,Storage,ClearFile Document Tote,3,31.35,0.1,84.65,63.36,21.29,Priya Patel,Apple Pay
ORD-2024463,2023-02-24,West,California,Los Angeles,Corporate,Sam Rowland,Office Supplies,Paper,Silverleaf A4 Ream (500),2,7.62,0,15.24,11.61,3.63,Jonas Weber,Purchase Order
ORD-2024464,2023-10-23,West,California,San Francisco,Small Business,Reese Fitzgerald,Furniture,Chairs,Loft Lounge Chair,1,592.13,0,592.13,393.34,198.79,Jonas Weber,Debit Card
ORD-2024465,2024-01-03,East,Florida,Miami,Home Office,Parker Fitzgerald,Furniture,Chairs,Kestrel Task Chair,3,214.89,0,644.67,446.46,198.21,Yuki Tanaka,Apple Pay
ORD-2024466,2023-12-06,West,California,Los Angeles,Small Business,Alex Klein,Technology,Computers,Vector 14 Laptop,3,1469.07,0.1,3966.49,2497.18,1469.31,Diego Alvarez,Wire Transfer
ORD-2024467,2023-04-28,West,California,Los Angeles,Small Business,Skyler Fitzgerald,Furniture,Chairs,Halden Ergo Chair,3,330.69,0,992.07,673.77,318.3,Jonas Weber,Credit Card
ORD-2024468,2023-01-31,West,California,San Francisco,Corporate,Drew Sinclair,Furniture,Storage,Ember Filing Unit,5,169.98,0,849.9,491.9,358.0,Chloe Dubois,PayPal
ORD-2024469,2023-01-12,South,Louisiana,New Orleans,Small Business,Morgan Pemberton,Office Supplies,Binders,SlimEdge Ring Binder,1,6.46,0.1,5.81,4.07,1.74,Elena Garcia,Debit Card
ORD-2024470,2024-10-11,Central,Missouri,Kansas City,Consumer,Riley Klein,Technology,Computers,Vector 14 Laptop,6,1380.26,0,8281.56,5251.91,3029.65,Jonas Weber,Debit Card
ORD-2024471,2023-09-23,East,Pennsylvania,Philadelphia,Small Business,Morgan Pemberton,Technology,Accessories,SonicPods Wireless Buds,1,127.0,0,127.0,91.74,35.26,Diego Alvarez,Debit Card
ORD-2024472,2024-02-08,South,Georgia,Atlanta,Small Business,Morgan Jansen,Apparel,Footwear,Portside Slip-On,2,79.21,0.15,134.66,103.57,31.09,Marcus Chen,Purchase Order
ORD-2024473,2024-03-28,South,Louisiana,New Orleans,Home Office,Jamie Ortega,Office Supplies,Storage,ClearFile Document Tote,4,32.67,0.05,124.15,78.61,45.54,Marcus Chen,Purchase Order
ORD-2024474,2023-11-07,South,North Carolina,Charlotte,Corporate,Cameron Ortega,Furniture,Chairs,Kestrel Task Chair,1,232.35,0.05,220.73,137.02,83.71,Chloe Dubois,Wire Transfer
ORD-2024475,2024-07-14,East,New York,New York,Corporate,Drew Thorne,Technology,Accessories,HyperDock 8-in-1 Hub,1,82.43,0.1,74.19,43.6,30.59,Priya Patel,Credit Card
ORD-2024476,2024-02-14,Central,Texas,Austin,Consumer,Parker Sinclair,Technology,Phones,Nimbus Pro Phone,3,1142.34,0.2,2741.62,1996.02,745.6,Marcus Chen,Purchase Order
ORD-2024477,2023-05-31,South,Tennessee,Nashville,Consumer,Skyler Rowland,Apparel,Uniforms,FieldOps Polo (L),3,35.72,0,107.16,76.78,30.38,Liam O'Connor,Purchase Order
